id,description
8l6hWdPt,Restores programmer art textures and general nostalgia for popular mods!
9xqaNWfp,a simple mob stacking plugin with a simple config
A6LW6Tqm,Bolt add-on providing integration support with ChestShop
C3wJQiTa,Compressed block mod.
Cni94mTk,"A Giant, Fun, and Unique Experience!"
D44U32Px,Control PvP for an you or an individual Player
DPFs4gKu,Pipette is a WYSIWYG pipe mod for items.
DfnDiJWG,Komaru from popular meme
EWTTSGkj,"Displays detailed information about the tool tiers available in the game, useful when running mods that adds or re-orders tool tiers along with mods that interact those tiers in other ways."
FABRB0oo,A feature-rich and customizable Quests plugin that enhances gameplay with quests and rewards.
KFhYq9yE,Allows changing the height at which clouds appear.
LjBzOgea,A Vanilla+ modpack. (RU-lang)
LneUtuOO,Furfsky Reborn Texture Fusions
MHYMTMZa,Expansion on some vanilla crops to be made into juices. Compress into blocks
OeuDRGHc,Resizes Weapons To Make Them Small!
QNWN22jP,This resource pack makes the crosshair a text that says pog.
St2naPJO,A Mod about collecting your enemies' souls to use them to your advantage!
TFFZ8Oaa,Makes the player's health bar more visible under the wither effect!
U2pDyXoT,Galacticraft pack to change square planets to circular like in real life
VNZNF1HF,This is the preferred modpack if you're playing on Uguubear's sub server.
VWLBMyT1,"Players in survival/ adventure mode could be instantly teleport through the nether portal, just like in creative mode."
Wq7Qfkuh,"Scale mountains and cross fields of snow with ease! Climb steep slopes with Crampons and descend into valleys on Skis, perhaps with a jump on the way."
XmXASlfC,Yummy Yummy OGGs!
YOyXRwdl,"Create better food with gene modification, satiety, recovery, growth and more."
YhJhFkIf,"This mod adds new metals and metal alloys into Minecraft that add more variety to tools, armors, decorative blocks, and resources when mining."
awhuLRKv,Simple mod that adds several tool and armor sidegrades inspired by the game Terraria.
bYJxxYSa,[VERSION 0.1]
chjVNJ6w,Adds bleeding and bone breaking.
df4HC3V0,A Create X Origins Modpack
e14zlQo1,Configurable Shrieker Behavior | This data pack aims to fix the issue of Shriekers being almost completely useless after being picked up by the player while allowing for a balanced and customizable experience.
eYYikUPH,backports 1.10 chunkborders to 1.8.2-1.8.9
gtEuPQFO,Server utility that allows configuring the default dimension players spawn in
hP3wtxuA,Optimization of (Neo)Forge.
hW7jVaxM,Adds Fluids and related interactions with Water and Lava.
lR0GuYwd,The texture of the instrument varies depending on its material from simple to complex.
nVfrz4H3,Add Sculk Blocks
rrEafkoa,Essential mods needed to get the most out of play.taverncraft.org!
sg7svDfT,Your hunger bar is now cake ...you're welcome (─‿─)
uJ6s8Awa,Adds a new wasteland world preset to live out your wasteland fantasies!
uUwzOtPs,Adds 16 coloured cosmetic bandanas with unique textures!
vtjXRDpR,A simple yet highly configurable plugin to give you god mode.
wOaN4VMg,Particle effect based portal | Multi-dimensional tunnels
wydmJTHF,"This is ""NijahPlay's Personal Pack"" with all the mods removed except performance mods, for absolute speed!"
zOlq91Il,Shulkers are now USBs
zW9suLTS,Welcome to the Salty Spitoon! How tought are ya?
19GaLKPT,"This resource pack will optimize particles, textures and models of mobs in a simplified form"
1s4QUKNT,Adds crafting recipes for the pokebag item from the Pixelmon Mod
5XXGUt7O,"The iconic monster, updated for a plethora of trees in a variety of environments."
7nSrsmfO,Updates and fixes many aspects of Minecraft's UI
8WzVT6LC,"Bundles, but with leather. Also keeps original rabbit hide recipe intact. (1.20.5 [and, presumably, 1.20.6])"
8k8d2Dbx,A Votifier mod for Fabric platforms
AvD2pOzb,A simple mod to link your server and discord chat
D0kZJMH1,Bringing ComputerCraft's textures up to modern standards
F726Iolm,Broadcast a dedicated server's presence to LAN clients
F9ZyJYZp,A collection of all my data pack creations
HDYLcJ0p,"Changes certain blocks like grass to have their top texture on all sides, similar to Optifine's smart grass, and compatible with all mods and resource packs."
K3oeBO7O,Simple and modern looking light blocks.
K3yRNcEo,A minecraft mod make items harder than before.
K8IJHRff,"Replaces Totem Of Undying with Mario from Super Mario Brothers.

Based on that joke from twitter."
LRkjoP3W,"The world is in turmoil and people are in pain. Even still, we can take comfort in knowing that there is bucket of wet slop."
OSIEtcET,Each player can toggle if they want to keep their inventory and experience after death.
OVHPRrMw,Subscriber milestone pack for MacEdu (1000 subscribers)
QRupZ6bR,A new look for the old crafting table.
QSRtarks,"Chemical Z + Spider or Pigman what will happen next?

Can you guess?"
QmjwJMeW,how many moneys can the game get?
RM6mpcOu,A Modpack with automation and magic for a longer experience and playtime.
SXVEjCsD,Unordinary Basics by ManasMods is a mod which focuses on improving the vanilla experience by adding Quality of Life items and changes - whilst also adding to the average Minecraft Playthrough.
TOvLxANl,"Ever wanted to play pokemon and minecraft at the same time? With the help of Cobblemon Mod, and a bunch of extra mods and resourcepacks, you can do it right now! For version 1.20.1 of the fabric loader."
Tm9leNJt,Fixes the dragon hitboxes being rendered wrong in 1.15.x
UzgUyYUp,Adds A Mp3 Player That Plays Music 
V43kWA63,Problems with tps? Is it ArmorStand's fault? Use ArmorStandLimiter to prevent your server from crash
VC9OWF44,"**Randmod** - this modification adds a variety of things to the game: mobs, furniture, new weapons and more!"
Ve3S8wyf,"OptiFuture tries his best, to keep Minecraft optimized without using a ton of a mods, that are not actually must be used."
W0JWCVNo,Disable the spawning of specific mobs in Minecraft
YQ6j3ldZ,hostprofiles is a Minecraft plugin for various platforms that detects if a player joins the server on a specific address and then logs them into a completely different game profile.
Z4n2GxWp,"Texture pack that makes items, blocks and entitys pink.
Will be updated a few times a day.

If you don't want to have the font, go to the pack folder > assets > minecraft > textures > font and delete ascii"
br3E9yS7,9 Animal Nuggest = Spawn Egg Mob
fG8iGgxB,"Resource pack addon for Bluemap, making tree leaves non-transparent. 
Supports all Bluemap versions. (supports up to 1.20.x)"
fKtTbdKJ,Craft mob spawner & minecraft spawn eggs.
fZ7JWllz,"Optimized Vanilla, refined with Create and Farmer's Delight"
iM4czW0s,"This plugin will help you mine block in custom region and execute command when block broken by player (Use to give item or something else, for default file, i use mmoitems command to give item)"
kZn61x9t,This resource pack allows the use of connected textures for Mosaic Glass mod
mmrmqXec,Fabric mod that keeps ender pearls from disappearing after player death.
p4c7AkMI,A small mod that adds Fake Netherite to the game
pORVzdIR,A mod that aims to add items from DW to Minecraft. May also be a QoL mod.
q3px0AWO,Adds integration with WTHIT to SecurityCraft.
qtKDsyro,Displays configurable prefix above your head
r8pGvFf7,A pack for a small SMP that is vanilla focused.
sDNKrhPN,Simplify your life and increase your performance with this simple modpack.
swfQ9Z72,"A modpack that includes every ""Simple (Mod)"" mod and it's dependencies. It's as shrimple as that. 🦐"
tCBm857v,"Custom Join, Quit and First Time Join messages!"
tca2lUCG,Configure autocorrects for your server!
u1BFt5H9,"Turns the handhels torch model into a flashlight, great for RP or modded experiences!"
yWecXIqF,"A performance modpack with optifine parity and some visual increments. Based of Simply Optimized.

1.20.6 update coming soon!"
yvQ7wHzM,silly villagers faces here
2ck0linc,"Optimization mods only, for Fabric servers. Maximum performance you can get for a Fabric vanilla Minecraft server."
3CBPZYjA,Adds crafts that should be in the game
5MsVUE4E,"A smooth block with a dark GUI.
一個平滑的方塊與黑暗的GUI"
7DahyV8I,A resource pack that changes the texture of tools and weapons!
7NuMOo7P,"Global Economics Mod: Revolutionize economic management in Minecraft with a tax system, 8 currency-based economy, sanctions, multiplayer, and player-driven zones. Enhance resource acquisition, shape economies, and collaborate in a Minecraft world."
7Q5GkGee,Monopoly implementation
7XmaNnHC,This Crimson World PVP Sky Texture Pack is designed to provide players with a mysterious and spectacular PVP gaming experience!
8Ol0Pe1v,Hooks into the Treasury plugin to allow pets to be purchased via in-game currency
AIvvNKPj,Ethical Create and stuff is a small modpack meant to be able to be run on lower end pcs while still getting the full experience of the create mod and other smaller additions.
AQRlzwMj,A refresh to the TecnoCraft Texture
B4BdWliS,The server modpack used by the MostlyVanilla network
BxaQFbfi,The base mod for the AdvanceMC lineup of mods
CRCn7xBG,Adds in bugs you can forage for in the grass!
EIwoFzvn,A simple sound from Super Smash Bros Ultimate to replace Minecraft's default click sound!
GqTtIqya,A mod that wants to bring the Omnitrix and other things from the show to the game
IZASaD0g,"Cygnus's CIT Pride Flag Totems is a resource pack designed for use with CIT Resewn or OptiFine, which adds custom models for renamed totems of undying."
KEf40VhT,"Cardinal Discovery is a discovery and exploration based modpack that utilizes new biomes, items, mobs, ores, and structures to enhance how the game feels while still keeping true to vanilla aspects of the game."
KKWl7uBe,"Get yourself some good equipment for fighting the new ""Ghoul"" but this is not all, because after this battle you have a new dimension to discover."
KMv6JuVZ,This resource pack adds a rare pink dolphin variant to your game.
MWxo45tD,I made a Realistic Texturepack with the help of AI. This is the upscaled version.
OilK0WeL,Mystic Wands with unique powers
P9vIqP8R,"""Component Viewer"" is a mod for Minecraft Java Edition that adds functionality to view components on item stacks."
RECCOz9u,Make MC Apex Again!
UqY7Wft5,Gives More Easy Control (Or Chaos) in Your World All In A Single Admin Panel
WHqZvM34,Adds a unique texture for every enchantmented book there is
Yomtp3Gc,Are you tired of those SHARP corners that hurt you when you look at them? Well this resourcepack makes all of the corners round
ZwO3amOU,Grass Blocks are now Dyeable!
dDkewMhY,Vanilla modpack aimed at optimization 🛠️
dNC5gCoV,"Adds more colors of redstone, and adds Infiniwire - redstone where signal strength doesn't deplete!"
e78ls8eq,"You know the anime “Seeing off Friren on her last journey.” OUR MOD WILL ADD (almost) EVERYTHING TO MINECRAFT FROM THE ANIME ""Seeing off Friren on her last journey"""
fYk9DXPV,A resource pack that changes Containers and the GUI.
gLhup02h,The #1 medieval modpack of low to mid end pc's
hDE4cfzC,A small somewhat vanilla+ modpack to help make your experience more immersive and interesting
juAb4XIz,Modpack made for the BC Trails & Tales Server.
lyjBRS6I,Causes mobs to explode with a power depending on max health.
pSzyk0JF,"This mod adds more soup in Minecraft,Each soup has a different effect."
rVrGcXB6,TreeBark+ Addon for Biomes O' Plenty
rZbqLcpO,"All chat messages on your server will be unsigned, preventing chat reporting"
u9mX9tGB,a mod that adds a slimy friend
uHl7dQYi,Essential tools for tech mods
uWHiMfTv,"client-side. bug fixes, essential tweaks for quality of life and improved performance."
xxSAI5Z6,This mod return 12.000 xp from Ender Dragon and more
yvUz2NEK,Old Pridepack versions
yzcd1uq1,"This resource pack adds 6 animated totems if you rename them anvils.
Этот пакет ресурсов добавляет 6 анимированных тотема, если вы переименуете их в наковальни."
